Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,23,45
Andrej Babiš,ANO,M,23,45
Andrea Babišová,ANO,N,23,45
Margita Balaštíková,ANO,Z,23,45
Josef Bělica,ANO,N,23,45
Stanislav Berkovec,ANO,N,23,45
Jiří Bláha,ANO,N,23,45
Richard Brabec,ANO,N,23,45
Milan Brázdil,ANO,N,23,45
Andrea Brzobohatá,ANO,N,23,45
Jaroslav Bžoch,ANO,N,23,45
Monika Červíčková,ANO,Z,23,45
Klára Dostálová,ANO,N,23,45
Lenka Dražilová,ANO,N,23,45
Jaroslav Faltýnek,ANO,N,23,45
Kamal Farhan,ANO,N,23,45
Milan Feranec,ANO,N,23,45
Eva Fialová,ANO,N,23,45
Stanislav Fridrich,ANO,N,23,45
Josef Hájek,ANO,N,23,45
Milan Hnilička,ANO,N,23,45
Ivan Jáč,ANO,N,23,45
Miloslav Janulík,ANO,N,23,45
Aleš Juchelka,ANO,N,23,45
Pavel Juříček,ANO,M,23,45
Adam Kalous,ANO,Z,23,45
David Kasal,ANO,N,23,45
Tomáš Kohoutek,ANO,N,23,45
Martin Kolovratník,ANO,N,23,45
Barbora Kořanová,ANO,N,23,45
Josef Kott,ANO,N,23,45
Robert Králíček,ANO,N,23,45
Roman Kubíček,ANO,N,23,45
Jan Kubík,ANO,N,23,45
Jaroslav Kytýr,ANO,N,23,45
Taťána Malá,ANO,N,23,45
Přemysl Mališ,ANO,N,23,45
Jiří Mašek,ANO,N,23,45
Eva Matyášová,ANO,N,23,45
Radka Maxová,ANO,N,23,45
Marcela Melková,ANO,N,23,45
Jana Mračková Vildumetzová,ANO,N,23,45
Patrik Nacher,ANO,N,23,45
Marek Novák,ANO,N,23,45
Monika Oborná,ANO,N,23,45
Ladislav Okleštěk,ANO,N,23,45
Zuzana Ožanová,ANO,N,23,45
Jana Pastuchová,ANO,N,23,45
František Petrtýl,ANO,N,23,45
Pavel Plzák,ANO,N,23,45
Milan Pour,ANO,N,23,45
David Pražák,ANO,N,23,45
Věra Procházková,ANO,N,23,45
Pavel Pustějovský,ANO,N,23,45
Karel Rais,ANO,N,23,45
Michal Ratiborský,ANO,M,23,45
Jan Richter,ANO,N,23,45
Miloslava Rutová,ANO,N,23,45
Pavel Růžička,ANO,N,23,45
Jan Řehounek,ANO,N,23,45
Petr Sadovský,ANO,N,23,45
Jan Schiller,ANO,N,23,45
Pavel Staněk,ANO,Z,23,45
Jiří Strýček,ANO,N,23,45
Karla Šlechtová,ANO,N,23,45
Julius Špičák,ANO,M,23,45
David Štolpa,ANO,N,23,45
Dan Ťok,ANO,N,23,45
Karel Tureček,ANO,N,23,45
Helena Válková,ANO,N,23,45
Petr Venhoda,ANO,Z,23,45
Adam Vojtěch,ANO,N,23,45
Jan Volný,ANO,N,23,45
Radek Vondráček,ANO,M,23,45
Ivo Vondrák,ANO,N,23,45
Petr Vrána,ANO,N,23,45
Rostislav Vyzula,ANO,N,23,45
Radek Zlesák,ANO,N,23,45
Ivan Adamec,ODS,Z,23,45
Jan Bauer,ODS,Z,23,45
Martin Baxa,ODS,Z,23,45
Petr Beitl,ODS,Z,23,45
Marek Benda,ODS,Z,23,45
Stanislav Blaha,ODS,Z,23,45
Pavel Blažek,ODS,Z,23,45
Jana Černochová,ODS,M,23,45
Petr Fiala,ODS,Z,23,45
Jakub Janda,ODS,Z,23,45
Václav Klaus,ODS,Z,23,45
Karel Krejza,ODS,Z,23,45
Martin Kupka,ODS,Z,23,45
Zuzana Majerová Zahradníková,ODS,Z,23,45
Jaroslav Martinů,ODS,Z,23,45
Ilona Mauritzová,ODS,Z,23,45
Vojtěch Munzar,ODS,Z,23,45
Miroslava Němcová,ODS,M,23,45
Jan Skopeček,ODS,Z,23,45
Zbyněk Stanjura,ODS,Z,23,45
Bohuslav Svoboda,ODS,Z,23,45
Jiří Ventruba,ODS,Z,23,45
Veronika Vrecionová,ODS,M,23,45
Jan Zahradník,ODS,Z,23,45
Pavel Žáček,ODS,Z,23,45
Dana Balcarová,Piráti,A,23,45
Lukáš Bartoň,Piráti,A,23,45
Ivan Bartoš,Piráti,A,23,45
Lukáš Černohorský,Piráti,A,23,45
František Elfmark,Piráti,A,23,45
Mikuláš Ferjenčík,Piráti,A,23,45
Radek Holomčík,Piráti,A,23,45
Martin Jiránek,Piráti,A,23,45
Lukáš Kolářík,Piráti,A,23,45
František Kopřiva,Piráti,A,23,45
Lenka Kozlová,Piráti,A,23,45
Jan Lipavský,Piráti,M,23,45
Tomáš Martínek,Piráti,A,23,45
Jakub Michálek,Piráti,A,23,45
Mikuláš Peksa,Piráti,A,23,45
Vojtěch Pikal,Piráti,A,23,45
Ondřej Polanský,Piráti,A,23,45
Jan Pošvář,Piráti,M,23,45
Ondřej Profant,Piráti,A,23,45
Olga Richterová,Piráti,A,23,45
Petr Třešňák,Piráti,A,23,45
Tomáš Vymazal,Piráti,A,23,45
Marian Bojko,SPD,N,23,45
Jaroslav Dvořák,SPD,M,23,45
Radim Fiala,SPD,N,23,45
Jaroslav Holík,SPD,N,23,45
Jan Hrnčíř,SPD,Z,23,45
Tereza Hyťhová,SPD,M,23,45
Monika Jarošová,SPD,N,23,45
Pavel Jelínek,SPD,M,23,45
Jiří Kobza,SPD,N,23,45
Jiří Kohoutek,SPD,N,23,45
Radek Koten,SPD,N,23,45
Jana Levová,SPD,N,23,45
Karla Maříková,SPD,N,23,45
Ivana Nevludová,SPD,N,23,45
Tomio Okamura,SPD,A,23,45
Zdeněk Podal,SPD,N,23,45
Miloslav Rozner,SPD,N,23,45
Radek Rozvoral,SPD,N,23,45
Lucie Šafránková,SPD,N,23,45
Lubomír Španěl,SPD,N,23,45
Radovan Vích,SPD,N,23,45
Lubomír Volný,SPD,N,23,45
Jiří Běhounek,ČSSD,Z,23,45
Jan Birke,ČSSD,N,23,45
Petr Dolínek,ČSSD,Z,23,45
Jaroslav Foldyna,ČSSD,N,23,45
Alena Gajdůšková,ČSSD,N,23,45
Jan Hamáček,ČSSD,N,23,45
Tomáš Hanzel,ČSSD,N,23,45
Milan Chovanec,ČSSD,N,23,45
Jan Chvojka,ČSSD,N,23,45
Roman Onderka,ČSSD,N,23,45
Roman Sklenák,ČSSD,N,23,45
Antonín Staněk,ČSSD,N,23,45
Kateřina Valachová,ČSSD,N,23,45
Ondřej Veselý,ČSSD,N,23,45
Lubomír Zaorálek,ČSSD,N,23,45
Hana Aulická Jírovcová,KSČM,Z,23,45
Alexander Černý,KSČM,Z,23,45
Jiří Dolejš,KSČM,Z,23,45
Vojtěch Filip,KSČM,Z,23,45
Miroslav Grebeníček,KSČM,Z,23,45
Stanislav Grospič,KSČM,Z,23,45
Pavel Kováčik,KSČM,Z,23,45
Leo Luzar,KSČM,Z,23,45
Květa Matušovská,KSČM,Z,23,45
Zdeněk Ondráček,KSČM,M,23,45
Daniel Pawlas,KSČM,Z,23,45
Marie Pěnčíková,KSČM,Z,23,45
Ivo Pojezný,KSČM,Z,23,45
Jiří Valenta,KSČM,Z,23,45
Miloslava Vostrá,KSČM,Z,23,45
Jan Bartošek,KDU-ČSL,N,23,45
Pavel Bělobrádek,KDU-ČSL,N,23,45
Ondřej Benešík,KDU-ČSL,M,23,45
Jan Čižinský,KDU-ČSL,Z,23,45
Pavla Golasowská,KDU-ČSL,N,23,45
Stanislav Juránek,KDU-ČSL,N,23,45
Marian Jurečka,KDU-ČSL,N,23,45
Vít Kaňkovský,KDU-ČSL,N,23,45
Jiří Mihola,KDU-ČSL,N,23,45
Marek Výborný,KDU-ČSL,N,23,45
