Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,63,0,7,8,28,341
ODS,23,21,0,0,1,1,28,341
Piráti,22,22,0,0,0,0,28,341
SPD,19,14,0,0,3,2,28,341
ČSSD,15,0,9,0,4,2,28,341
KSČM,15,0,12,0,1,2,28,341
KDU-ČSL,10,9,0,0,0,1,28,341
TOP09,7,5,0,0,1,1,28,341
STAN,6,4,0,0,0,2,28,341
Nezařaz,5,4,0,0,0,1,28,341
Celkem,200,79,84,0,17,20,28,341
