Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,34,0,5,39,44,227
ODS,23,12,0,0,0,11,44,227
Piráti,22,11,0,0,0,11,44,227
SPD,20,9,0,0,0,11,44,227
ČSSD,14,0,5,1,2,6,44,227
KSČM,15,0,7,0,1,7,44,227
KDU-ČSL,10,5,0,0,0,5,44,227
TOP09,7,3,0,0,0,4,44,227
STAN,6,3,0,0,0,3,44,227
Nezařaz,5,1,0,0,2,2,44,227
Celkem,200,44,46,1,10,99,44,227
