Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,0,6,68
Andrej Babiš,ANO,M,6,68
Andrea Babišová,ANO,A,6,68
Margita Balaštíková,ANO,M,6,68
Josef Bělica,ANO,A,6,68
Stanislav Berkovec,ANO,A,6,68
Jiří Bláha,ANO,A,6,68
Richard Brabec,ANO,0,6,68
Milan Brázdil,ANO,A,6,68
Andrea Brzobohatá,ANO,A,6,68
Jaroslav Bžoch,ANO,M,6,68
Klára Dostálová,ANO,A,6,68
Lenka Dražilová,ANO,M,6,68
Jaroslav Faltýnek,ANO,A,6,68
Kamal Farhan,ANO,A,6,68
Milan Feranec,ANO,M,6,68
Eva Fialová,ANO,A,6,68
Stanislav Fridrich,ANO,A,6,68
Josef Hájek,ANO,A,6,68
Milan Hnilička,ANO,A,6,68
Ivan Jáč,ANO,A,6,68
Miloslav Janulík,ANO,A,6,68
Aleš Juchelka,ANO,A,6,68
Pavel Juříček,ANO,A,6,68
Adam Kalous,ANO,A,6,68
David Kasal,ANO,M,6,68
Tomáš Kohoutek,ANO,0,6,68
Martin Kolovratník,ANO,0,6,68
Barbora Kořanová,ANO,A,6,68
Josef Kott,ANO,A,6,68
Robert Králíček,ANO,A,6,68
Roman Kubíček,ANO,A,6,68
Jan Kubík,ANO,A,6,68
Jaroslav Kytýr,ANO,M,6,68
Taťána Malá,ANO,M,6,68
Přemysl Mališ,ANO,0,6,68
Jiří Mašek,ANO,A,6,68
Eva Matyášová,ANO,A,6,68
Radka Maxová,ANO,M,6,68
Marcela Melková,ANO,A,6,68
Jana Mračková Vildumetzová,ANO,M,6,68
Patrik Nacher,ANO,M,6,68
Marek Novák,ANO,A,6,68
Monika Oborná,ANO,0,6,68
Ladislav Okleštěk,ANO,A,6,68
Zuzana Ožanová,ANO,Z,6,68
Jana Pastuchová,ANO,A,6,68
Robert Pelikán,ANO,A,6,68
František Petrtýl,ANO,A,6,68
Pavel Plzák,ANO,0,6,68
Milan Pour,ANO,A,6,68
David Pražák,ANO,0,6,68
Věra Procházková,ANO,M,6,68
Pavel Pustějovský,ANO,A,6,68
Karel Rais,ANO,A,6,68
Michal Ratiborský,ANO,A,6,68
Jan Richter,ANO,A,6,68
Miloslava Rutová,ANO,A,6,68
Pavel Růžička,ANO,M,6,68
Jan Řehounek,ANO,M,6,68
Petr Sadovský,ANO,A,6,68
Jan Schiller,ANO,A,6,68
Pavel Staněk,ANO,M,6,68
Martin Stropnický,ANO,A,6,68
Jiří Strýček,ANO,A,6,68
Karla Šlechtová,ANO,0,6,68
Julius Špičák,ANO,M,6,68
David Štolpa,ANO,A,6,68
Dan Ťok,ANO,M,6,68
Karel Tureček,ANO,A,6,68
Helena Válková,ANO,0,6,68
Adam Vojtěch,ANO,0,6,68
Jan Volný,ANO,M,6,68
Radek Vondráček,ANO,A,6,68
Ivo Vondrák,ANO,A,6,68
Petr Vrána,ANO,M,6,68
Rostislav Vyzula,ANO,A,6,68
Radek Zlesák,ANO,0,6,68
Ivan Adamec,ODS,0,6,68
Jan Bauer,ODS,0,6,68
