Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,55,0,4,1,18,12,73
ODS,25,17,0,3,0,5,12,73
Piráti,22,17,0,1,0,4,12,73
SPD,22,16,0,0,0,6,12,73
ČSSD,15,3,0,5,0,7,12,73
KSČM,15,10,0,1,1,3,12,73
KDU-ČSL,10,8,0,0,0,2,12,73
TOP09,7,6,0,0,0,1,12,73
STAN,6,5,0,1,0,0,12,73
Celkem,200,137,0,15,2,46,12,73
