Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,2,60,6,3,7,26,171
ODS,25,23,0,0,0,2,26,171
Piráti,22,18,0,2,0,2,26,171
SPD,22,0,16,2,1,3,26,171
ČSSD,15,1,7,2,1,4,26,171
KSČM,15,0,11,4,0,0,26,171
KDU-ČSL,10,8,0,0,0,2,26,171
TOP09,7,4,0,0,0,3,26,171
STAN,6,4,0,1,0,1,26,171
Celkem,200,60,94,17,5,24,26,171
