Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,29,717
Andrej Babiš,ANO,M,29,717
Andrea Babišová,ANO,N,29,717
Margita Balaštíková,ANO,N,29,717
Josef Bělica,ANO,N,29,717
Stanislav Berkovec,ANO,N,29,717
Jiří Bláha,ANO,M,29,717
Richard Brabec,ANO,Z,29,717
Milan Brázdil,ANO,N,29,717
Andrea Brzobohatá,ANO,N,29,717
Jaroslav Bžoch,ANO,N,29,717
Monika Červíčková,ANO,N,29,717
Klára Dostálová,ANO,Z,29,717
Lenka Dražilová,ANO,N,29,717
Jaroslav Faltýnek,ANO,Z,29,717
Kamal Farhan,ANO,N,29,717
Milan Feranec,ANO,N,29,717
Eva Fialová,ANO,N,29,717
Stanislav Fridrich,ANO,N,29,717
Josef Hájek,ANO,N,29,717
Milan Hnilička,ANO,N,29,717
Ivan Jáč,ANO,N,29,717
Miloslav Janulík,ANO,N,29,717
Aleš Juchelka,ANO,N,29,717
Pavel Juříček,ANO,N,29,717
Iva Kalátová,ANO,N,29,717
Adam Kalous,ANO,N,29,717
David Kasal,ANO,N,29,717
Tomáš Kohoutek,ANO,N,29,717
Martin Kolovratník,ANO,Z,29,717
Barbora Kořanová,ANO,N,29,717
Josef Kott,ANO,Z,29,717
Robert Králíček,ANO,N,29,717
Roman Kubíček,ANO,N,29,717
Jan Kubík,ANO,N,29,717
Jaroslav Kytýr,ANO,N,29,717
Taťána Malá,ANO,N,29,717
Přemysl Mališ,ANO,N,29,717
Jiří Mašek,ANO,N,29,717
Eva Matyášová,ANO,N,29,717
Radka Maxová,ANO,N,29,717
Marcela Melková,ANO,Z,29,717
Jana Mračková Vildumetzová,ANO,N,29,717
Patrik Nacher,ANO,Z,29,717
Marek Novák,ANO,N,29,717
Monika Oborná,ANO,Z,29,717
Ladislav Okleštěk,ANO,Z,29,717
Zuzana Ožanová,ANO,N,29,717
Jana Pastuchová,ANO,N,29,717
František Petrtýl,ANO,N,29,717
Pavel Plzák,ANO,N,29,717
Milan Pour,ANO,N,29,717
David Pražák,ANO,N,29,717
Věra Procházková,ANO,N,29,717
Pavel Pustějovský,ANO,N,29,717
Karel Rais,ANO,M,29,717
Michal Ratiborský,ANO,N,29,717
Jan Richter,ANO,N,29,717
Miloslava Rutová,ANO,N,29,717
Pavel Růžička,ANO,N,29,717
Jan Řehounek,ANO,N,29,717
Petr Sadovský,ANO,N,29,717
Jan Schiller,ANO,N,29,717
Pavel Staněk,ANO,Z,29,717
Jiří Strýček,ANO,N,29,717
Karla Šlechtová,ANO,N,29,717
Julius Špičák,ANO,N,29,717
David Štolpa,ANO,N,29,717
Karel Tureček,ANO,Z,29,717
Helena Válková,ANO,N,29,717
Petr Venhoda,ANO,Z,29,717
Adam Vojtěch,ANO,Z,29,717
Jan Volný,ANO,N,29,717
Radek Vondráček,ANO,N,29,717
Ivo Vondrák,ANO,N,29,717
Petr Vrána,ANO,N,29,717
Rostislav Vyzula,ANO,N,29,717
Radek Zlesák,ANO,N,29,717
Ivan Adamec,ODS,A,29,717
Jan Bauer,ODS,A,29,717
Martin Baxa,ODS,A,29,717
Petr Beitl,ODS,A,29,717
Marek Benda,ODS,A,29,717
Stanislav Blaha,ODS,A,29,717
Pavel Blažek,ODS,Z,29,717
Jana Černochová,ODS,A,29,717
Petr Fiala,ODS,A,29,717
Jakub Janda,ODS,A,29,717
Karel Krejza,ODS,A,29,717
Martin Kupka,ODS,A,29,717
Jaroslav Martinů,ODS,A,29,717
Ilona Mauritzová,ODS,A,29,717
Vojtěch Munzar,ODS,A,29,717
Miroslava Němcová,ODS,A,29,717
Jan Skopeček,ODS,A,29,717
Zbyněk Stanjura,ODS,A,29,717
Bohuslav Svoboda,ODS,A,29,717
Jiří Ventruba,ODS,A,29,717
Veronika Vrecionová,ODS,A,29,717
Jan Zahradník,ODS,A,29,717
Pavel Žáček,ODS,A,29,717
Dana Balcarová,Piráti,A,29,717
Lukáš Bartoň,Piráti,A,29,717
Ivan Bartoš,Piráti,A,29,717
Lukáš Černohorský,Piráti,A,29,717
František Elfmark,Piráti,A,29,717
Mikuláš Ferjenčík,Piráti,A,29,717
Radek Holomčík,Piráti,A,29,717
Martin Jiránek,Piráti,A,29,717
Lukáš Kolářík,Piráti,A,29,717
František Kopřiva,Piráti,A,29,717
Lenka Kozlová,Piráti,A,29,717
Jan Lipavský,Piráti,A,29,717
Tomáš Martínek,Piráti,A,29,717
Jakub Michálek,Piráti,A,29,717
Mikuláš Peksa,Piráti,M,29,717
Vojtěch Pikal,Piráti,A,29,717
Ondřej Polanský,Piráti,A,29,717
Jan Pošvář,Piráti,A,29,717
Ondřej Profant,Piráti,A,29,717
Olga Richterová,Piráti,A,29,717
Petr Třešňák,Piráti,A,29,717
Tomáš Vymazal,Piráti,A,29,717
Jaroslav Dvořák,SPD,A,29,717
Radim Fiala,SPD,A,29,717
Jaroslav Holík,SPD,A,29,717
Jan Hrnčíř,SPD,A,29,717
Tereza Hyťhová,SPD,A,29,717
Monika Jarošová,SPD,A,29,717
Pavel Jelínek,SPD,A,29,717
Jiří Kobza,SPD,A,29,717
Jiří Kohoutek,SPD,A,29,717
Radek Koten,SPD,A,29,717
Jana Levová,SPD,M,29,717
Karla Maříková,SPD,A,29,717
Tomio Okamura,SPD,A,29,717
Zdeněk Podal,SPD,A,29,717
Miloslav Rozner,SPD,A,29,717
Radek Rozvoral,SPD,A,29,717
Lucie Šafránková,SPD,A,29,717
Lubomír Španěl,SPD,A,29,717
Radovan Vích,SPD,A,29,717
Jiří Běhounek,ČSSD,Z,29,717
Jan Birke,ČSSD,Z,29,717
Petr Dolínek,ČSSD,N,29,717
Jaroslav Foldyna,ČSSD,N,29,717
Alena Gajdůšková,ČSSD,N,29,717
Jan Hamáček,ČSSD,N,29,717
Tomáš Hanzel,ČSSD,M,29,717
Jan Chvojka,ČSSD,N,29,717
Roman Onderka,ČSSD,Z,29,717
Roman Sklenák,ČSSD,N,29,717
Antonín Staněk,ČSSD,M,29,717
Kateřina Valachová,ČSSD,Z,29,717
Ondřej Veselý,ČSSD,Z,29,717
Václav Votava,ČSSD,N,29,717
Lubomír Zaorálek,ČSSD,Z,29,717
Hana Aulická Jírovcová,KSČM,Z,29,717
Alexander Černý,KSČM,N,29,717
Jiří Dolejš,KSČM,Z,29,717
Vojtěch Filip,KSČM,N,29,717
Miroslav Grebeníček,KSČM,N,29,717
Stanislav Grospič,KSČM,N,29,717
Pavel Kováčik,KSČM,Z,29,717
Leo Luzar,KSČM,N,29,717
Květa Matušovská,KSČM,Z,29,717
Zdeněk Ondráček,KSČM,N,29,717
Daniel Pawlas,KSČM,N,29,717
Marie Pěnčíková,KSČM,N,29,717
Ivo Pojezný,KSČM,N,29,717
Jiří Valenta,KSČM,Z,29,717
Miloslava Vostrá,KSČM,N,29,717
Jan Bartošek,KDU-ČSL,0,29,717
Pavel Bělobrádek,KDU-ČSL,A,29,717
Ondřej Benešík,KDU-ČSL,A,29,717
Jan Čižinský,KDU-ČSL,A,29,717
Pavla Golasowská,KDU-ČSL,A,29,717
Stanislav Juránek,KDU-ČSL,A,29,717
Marian Jurečka,KDU-ČSL,A,29,717
Vít Kaňkovský,KDU-ČSL,A,29,717
Jiří Mihola,KDU-ČSL,A,29,717
Marek Výborný,KDU-ČSL,A,29,717
Dominik Feri,TOP09,A,29,717
Miroslav Kalousek,TOP09,0,29,717
Helena Langšádlová,TOP09,A,29,717
Markéta Pekarová Adamová,TOP09,A,29,717
Karel Schwarzenberg,TOP09,M,29,717
František Vácha,TOP09,M,29,717
Vlastimil Válek,TOP09,A,29,717
Jan Farský,STAN,A,29,717
Petr Gazdík,STAN,A,29,717
Věra Kovářová,STAN,A,29,717
Jana Krutáková,STAN,A,29,717
Petr Pávek,STAN,A,29,717
Vít Rakušan,STAN,A,29,717
Marian Bojko,Nezařaz,A,29,717
Václav Klaus,Nezařaz,A,29,717
