Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,40,7,25,6,26,256
ODS,25,22,0,0,0,3,26,256
Piráti,22,0,21,0,0,1,26,256
SPD,22,0,17,0,1,4,26,256
ČSSD,15,9,1,1,4,0,26,256
KSČM,15,0,1,2,12,0,26,256
KDU-ČSL,10,9,0,0,0,1,26,256
TOP09,7,2,1,0,2,2,26,256
STAN,6,6,0,0,0,0,26,256
Celkem,200,48,81,10,44,17,26,256
