Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,Z,25,12
Andrej Babiš,ANO,M,25,12
Andrea Babišová,ANO,Z,25,12
Margita Balaštíková,ANO,N,25,12
Josef Bělica,ANO,N,25,12
Stanislav Berkovec,ANO,Z,25,12
Jiří Bláha,ANO,Z,25,12
Richard Brabec,ANO,M,25,12
Milan Brázdil,ANO,Z,25,12
Andrea Brzobohatá,ANO,N,25,12
Jaroslav Bžoch,ANO,N,25,12
Monika Červíčková,ANO,Z,25,12
Klára Dostálová,ANO,Z,25,12
Lenka Dražilová,ANO,N,25,12
Jaroslav Faltýnek,ANO,Z,25,12
Kamal Farhan,ANO,N,25,12
Milan Feranec,ANO,N,25,12
Eva Fialová,ANO,N,25,12
Stanislav Fridrich,ANO,N,25,12
Josef Hájek,ANO,N,25,12
Milan Hnilička,ANO,N,25,12
Ivan Jáč,ANO,N,25,12
Miloslav Janulík,ANO,N,25,12
Aleš Juchelka,ANO,N,25,12
Pavel Juříček,ANO,N,25,12
Adam Kalous,ANO,Z,25,12
David Kasal,ANO,Z,25,12
Tomáš Kohoutek,ANO,N,25,12
Martin Kolovratník,ANO,N,25,12
Barbora Kořanová,ANO,N,25,12
Josef Kott,ANO,Z,25,12
Robert Králíček,ANO,Z,25,12
Roman Kubíček,ANO,N,25,12
Jan Kubík,ANO,Z,25,12
Jaroslav Kytýr,ANO,Z,25,12
Taťána Malá,ANO,N,25,12
Přemysl Mališ,ANO,N,25,12
Jiří Mašek,ANO,Z,25,12
Eva Matyášová,ANO,N,25,12
Radka Maxová,ANO,Z,25,12
Marcela Melková,ANO,M,25,12
Jana Mračková Vildumetzová,ANO,Z,25,12
Patrik Nacher,ANO,Z,25,12
Marek Novák,ANO,N,25,12
Monika Oborná,ANO,N,25,12
Ladislav Okleštěk,ANO,Z,25,12
Zuzana Ožanová,ANO,Z,25,12
Jana Pastuchová,ANO,Z,25,12
František Petrtýl,ANO,N,25,12
Pavel Plzák,ANO,N,25,12
Milan Pour,ANO,A,25,12
David Pražák,ANO,M,25,12
Věra Procházková,ANO,N,25,12
Pavel Pustějovský,ANO,N,25,12
Karel Rais,ANO,N,25,12
Michal Ratiborský,ANO,N,25,12
Jan Richter,ANO,N,25,12
Miloslava Rutová,ANO,N,25,12
Pavel Růžička,ANO,N,25,12
Jan Řehounek,ANO,N,25,12
Petr Sadovský,ANO,Z,25,12
Jan Schiller,ANO,N,25,12
Pavel Staněk,ANO,Z,25,12
Jiří Strýček,ANO,N,25,12
Karla Šlechtová,ANO,N,25,12
Julius Špičák,ANO,Z,25,12
David Štolpa,ANO,N,25,12
Dan Ťok,ANO,Z,25,12
Karel Tureček,ANO,Z,25,12
Helena Válková,ANO,Z,25,12
Petr Venhoda,ANO,Z,25,12
Adam Vojtěch,ANO,Z,25,12
Jan Volný,ANO,Z,25,12
Radek Vondráček,ANO,Z,25,12
Ivo Vondrák,ANO,Z,25,12
Petr Vrána,ANO,N,25,12
Rostislav Vyzula,ANO,Z,25,12
Radek Zlesák,ANO,Z,25,12
Ivan Adamec,ODS,A,25,12
Jan Bauer,ODS,A,25,12
Martin Baxa,ODS,A,25,12
Petr Beitl,ODS,A,25,12
Marek Benda,ODS,A,25,12
Stanislav Blaha,ODS,A,25,12
