Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,70,0,2,6,28,98
ODS,23,19,0,1,1,2,28,98
Piráti,22,21,0,0,0,1,28,98
SPD,19,12,0,2,1,4,28,98
ČSSD,15,0,9,0,6,0,28,98
KSČM,15,0,10,0,4,1,28,98
KDU-ČSL,10,8,0,0,1,1,28,98
TOP09,7,5,0,0,2,0,28,98
STAN,6,4,0,0,1,1,28,98
Nezařaz,5,3,0,0,1,1,28,98
Celkem,200,72,89,3,19,17,28,98
