Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,69,0,3,1,5,47,128
ODS,23,22,0,0,0,1,47,128
Piráti,22,0,3,0,19,0,47,128
SPD,20,1,16,1,1,1,47,128
ČSSD,14,11,0,0,1,2,47,128
KSČM,15,7,0,0,6,2,47,128
KDU-ČSL,10,10,0,0,0,0,47,128
TOP09,7,4,0,0,1,2,47,128
STAN,6,6,0,0,0,0,47,128
Nezařaz,5,0,2,0,1,2,47,128
Celkem,200,130,21,4,30,15,47,128
