Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,63,0,2,0,13,35,10
ODS,23,0,8,7,1,7,35,10
Piráti,22,0,10,0,11,1,35,10
SPD,19,0,0,6,7,6,35,10
ČSSD,15,3,0,9,0,3,35,10
KSČM,15,7,0,6,0,2,35,10
KDU-ČSL,10,0,2,3,0,5,35,10
TOP09,7,0,2,2,0,3,35,10
STAN,6,0,1,2,0,3,35,10
Nezařaz,5,0,0,1,0,4,35,10
Celkem,200,73,23,38,19,47,35,10
