Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,70,0,2,6,28,79
ODS,23,20,0,1,0,2,28,79
Piráti,22,19,0,0,2,1,28,79
SPD,19,15,0,0,0,4,28,79
ČSSD,15,0,10,0,5,0,28,79
KSČM,15,0,11,0,3,1,28,79
KDU-ČSL,10,9,0,0,1,0,28,79
TOP09,7,6,0,0,0,1,28,79
STAN,6,5,0,0,0,1,28,79
Nezařaz,5,3,0,0,1,1,28,79
Celkem,200,77,91,1,14,17,28,79
