Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,19,0,57,2,28,436
ODS,23,21,0,1,0,1,28,436
Piráti,22,20,0,0,0,2,28,436
SPD,19,1,0,0,17,1,28,436
ČSSD,15,1,1,1,11,1,28,436
KSČM,15,1,0,0,12,2,28,436
KDU-ČSL,10,7,0,1,0,2,28,436
TOP09,7,5,0,0,0,2,28,436
STAN,6,6,0,0,0,0,28,436
Nezařaz,5,5,0,0,0,0,28,436
Celkem,200,67,20,3,97,13,28,436
