Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,39,0,0,39,43,38
ODS,23,11,0,0,1,11,43,38
Piráti,22,10,0,0,1,11,43,38
SPD,20,11,0,0,0,9,43,38
ČSSD,14,0,6,0,1,7,43,38
KSČM,15,0,1,0,7,7,43,38
KDU-ČSL,10,5,0,0,0,5,43,38
TOP09,7,3,0,0,0,4,43,38
STAN,6,3,0,0,0,3,43,38
Nezařaz,5,3,0,0,0,2,43,38
Celkem,200,46,46,0,10,98,43,38
