Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,47,0,22,9,47,118
ODS,23,0,0,3,19,1,47,118
Piráti,22,8,0,1,11,2,47,118
SPD,20,12,0,1,0,7,47,118
ČSSD,14,0,6,0,3,5,47,118
KSČM,15,0,11,1,1,2,47,118
KDU-ČSL,10,8,0,0,1,1,47,118
TOP09,7,2,0,0,3,2,47,118
STAN,6,6,0,0,0,0,47,118
Nezařaz,5,0,0,0,0,5,47,118
Celkem,200,36,64,6,60,34,47,118
