Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,68,0,10,0,22,191
ODS,25,3,0,0,21,1,22,191
Piráti,22,17,0,0,5,0,22,191
SPD,22,18,0,0,0,4,22,191
ČSSD,15,0,7,0,8,0,22,191
KSČM,15,0,1,0,14,0,22,191
KDU-ČSL,10,10,0,0,0,0,22,191
TOP09,7,7,0,0,0,0,22,191
STAN,6,6,0,0,0,0,22,191
Celkem,200,61,76,0,58,5,22,191
