Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,60,0,16,2,53,50
ODS,23,1,3,1,18,0,53,50
Piráti,22,20,0,1,1,0,53,50
SPD,20,17,0,2,0,1,53,50
ČSSD,14,10,0,0,3,1,53,50
KSČM,15,12,0,0,3,0,53,50
KDU-ČSL,10,9,0,1,0,0,53,50
TOP09,7,7,0,0,0,0,53,50
STAN,6,5,0,0,0,1,53,50
Nezařaz,5,0,0,0,4,1,53,50
Celkem,200,81,63,5,45,6,53,50
