Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,31,0,37,10,29,25
ODS,23,20,0,0,2,1,29,25
Piráti,22,21,0,0,0,1,29,25
SPD,19,12,0,0,1,6,29,25
ČSSD,15,0,4,1,6,4,29,25
KSČM,15,0,6,2,4,3,29,25
KDU-ČSL,10,7,0,0,1,2,29,25
TOP09,7,5,0,2,0,0,29,25
STAN,6,4,0,0,1,1,29,25
Nezařaz,5,4,0,0,0,1,29,25
Celkem,200,73,41,5,52,29,29,25
