Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,66,0,1,1,10,34,193
ODS,23,0,21,1,0,1,34,193
Piráti,22,0,22,0,0,0,34,193
SPD,19,0,0,0,15,4,34,193
ČSSD,15,13,0,0,0,2,34,193
KSČM,15,15,0,0,0,0,34,193
KDU-ČSL,10,0,9,1,0,0,34,193
TOP09,7,0,5,1,0,1,34,193
STAN,6,1,3,0,2,0,34,193
Nezařaz,5,0,0,0,4,1,34,193
Celkem,200,95,60,4,22,19,34,193
