Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,37,201
Andrej Babiš,ANO,N,37,201
Andrea Babišová,ANO,N,37,201
Ondřej Babka,ANO,N,37,201
Margita Balaštíková,ANO,N,37,201
Josef Bělica,ANO,N,37,201
Stanislav Berkovec,ANO,N,37,201
Jiří Bláha,ANO,N,37,201
Richard Brabec,ANO,N,37,201
Milan Brázdil,ANO,N,37,201
Andrea Brzobohatá,ANO,N,37,201
Jaroslav Bžoch,ANO,N,37,201
Monika Červíčková,ANO,Z,37,201
Klára Dostálová,ANO,N,37,201
Lenka Dražilová,ANO,N,37,201
Jaroslav Faltýnek,ANO,N,37,201
Kamal Farhan,ANO,N,37,201
Milan Feranec,ANO,N,37,201
Eva Fialová,ANO,N,37,201
Stanislav Fridrich,ANO,N,37,201
Josef Hájek,ANO,Z,37,201
Milan Hnilička,ANO,N,37,201
Ivan Jáč,ANO,N,37,201
Miloslav Janulík,ANO,N,37,201
Aleš Juchelka,ANO,N,37,201
Pavel Juříček,ANO,Z,37,201
Iva Kalátová,ANO,N,37,201
Adam Kalous,ANO,N,37,201
David Kasal,ANO,N,37,201
Tomáš Kohoutek,ANO,Z,37,201
Martin Kolovratník,ANO,Z,37,201
Barbora Kořanová,ANO,N,37,201
Josef Kott,ANO,Z,37,201
Robert Králíček,ANO,Z,37,201
Roman Kubíček,ANO,Z,37,201
Jan Kubík,ANO,N,37,201
Jaroslav Kytýr,ANO,Z,37,201
Taťána Malá,ANO,N,37,201
Přemysl Mališ,ANO,Z,37,201
Jiří Mašek,ANO,N,37,201
Eva Matyášová,ANO,N,37,201
Marcela Melková,ANO,N,37,201
Jana Mračková Vildumetzová,ANO,N,37,201
Patrik Nacher,ANO,Z,37,201
Marek Novák,ANO,N,37,201
Monika Oborná,ANO,N,37,201
Ladislav Okleštěk,ANO,N,37,201
Zuzana Ožanová,ANO,N,37,201
Jana Pastuchová,ANO,Z,37,201
František Petrtýl,ANO,N,37,201
Pavel Plzák,ANO,N,37,201
Milan Pour,ANO,N,37,201
David Pražák,ANO,N,37,201
Věra Procházková,ANO,N,37,201
Pavel Pustějovský,ANO,N,37,201
Karel Rais,ANO,N,37,201
Michal Ratiborský,ANO,N,37,201
Jan Richter,ANO,Z,37,201
Miloslava Rutová,ANO,N,37,201
Pavel Růžička,ANO,N,37,201
Jan Řehounek,ANO,Z,37,201
Petr Sadovský,ANO,N,37,201
Jan Schiller,ANO,N,37,201
Pavel Staněk,ANO,A,37,201
Jiří Strýček,ANO,N,37,201
Karla Šlechtová,ANO,N,37,201
Julius Špičák,ANO,N,37,201
David Štolpa,ANO,N,37,201
Karel Tureček,ANO,N,37,201
Helena Válková,ANO,N,37,201
Petr Venhoda,ANO,A,37,201
Adam Vojtěch,ANO,N,37,201
Jan Volný,ANO,N,37,201
Radek Vondráček,ANO,N,37,201
Ivo Vondrák,ANO,N,37,201
Petr Vrána,ANO,Z,37,201
Rostislav Vyzula,ANO,N,37,201
Radek Zlesák,ANO,Z,37,201
Ivan Adamec,ODS,A,37,201
Jan Bauer,ODS,A,37,201
Martin Baxa,ODS,A,37,201
Petr Beitl,ODS,A,37,201
Marek Benda,ODS,A,37,201
Petr Bendl,ODS,A,37,201
Stanislav Blaha,ODS,A,37,201
Pavel Blažek,ODS,Z,37,201
Jana Černochová,ODS,A,37,201
Petr Fiala,ODS,A,37,201
Jakub Janda,ODS,A,37,201
Karel Krejza,ODS,0,37,201
Martin Kupka,ODS,A,37,201
Jaroslav Martinů,ODS,A,37,201
Ilona Mauritzová,ODS,A,37,201
Vojtěch Munzar,ODS,A,37,201
Miroslava Němcová,ODS,M,37,201
Jan Skopeček,ODS,A,37,201
Zbyněk Stanjura,ODS,A,37,201
Bohuslav Svoboda,ODS,A,37,201
Jiří Ventruba,ODS,A,37,201
Jan Zahradník,ODS,A,37,201
Pavel Žáček,ODS,M,37,201
Dana Balcarová,Piráti,A,37,201
Lukáš Bartoň,Piráti,A,37,201
Ivan Bartoš,Piráti,A,37,201
Lukáš Černohorský,Piráti,A,37,201
František Elfmark,Piráti,A,37,201
Mikuláš Ferjenčík,Piráti,A,37,201
