Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,6,64
Andrej Babiš,ANO,M,6,64
Andrea Babišová,ANO,A,6,64
Margita Balaštíková,ANO,A,6,64
Josef Bělica,ANO,A,6,64
Stanislav Berkovec,ANO,A,6,64
Jiří Bláha,ANO,A,6,64
Richard Brabec,ANO,0,6,64
Milan Brázdil,ANO,A,6,64
Andrea Brzobohatá,ANO,0,6,64
Jaroslav Bžoch,ANO,A,6,64
Klára Dostálová,ANO,A,6,64
Lenka Dražilová,ANO,M,6,64
Jaroslav Faltýnek,ANO,0,6,64
Kamal Farhan,ANO,A,6,64
Milan Feranec,ANO,0,6,64
Eva Fialová,ANO,A,6,64
Stanislav Fridrich,ANO,A,6,64
Josef Hájek,ANO,A,6,64
Milan Hnilička,ANO,A,6,64
Ivan Jáč,ANO,A,6,64
Miloslav Janulík,ANO,A,6,64
Aleš Juchelka,ANO,A,6,64
Pavel Juříček,ANO,A,6,64
Adam Kalous,ANO,M,6,64
David Kasal,ANO,M,6,64
Tomáš Kohoutek,ANO,0,6,64
Martin Kolovratník,ANO,M,6,64
Barbora Kořanová,ANO,A,6,64
Josef Kott,ANO,A,6,64
Robert Králíček,ANO,0,6,64
Roman Kubíček,ANO,A,6,64
Jan Kubík,ANO,A,6,64
Jaroslav Kytýr,ANO,M,6,64
Taťána Malá,ANO,A,6,64
Přemysl Mališ,ANO,A,6,64
Jiří Mašek,ANO,0,6,64
Eva Matyášová,ANO,A,6,64
Radka Maxová,ANO,M,6,64
Marcela Melková,ANO,A,6,64
Jana Mračková Vildumetzová,ANO,A,6,64
Patrik Nacher,ANO,A,6,64
Marek Novák,ANO,A,6,64
Monika Oborná,ANO,0,6,64
Ladislav Okleštěk,ANO,A,6,64
Zuzana Ožanová,ANO,0,6,64
Jana Pastuchová,ANO,A,6,64
Robert Pelikán,ANO,M,6,64
František Petrtýl,ANO,A,6,64
Pavel Plzák,ANO,A,6,64
Milan Pour,ANO,M,6,64
David Pražák,ANO,0,6,64
Věra Procházková,ANO,A,6,64
Pavel Pustějovský,ANO,A,6,64
Karel Rais,ANO,A,6,64
Michal Ratiborský,ANO,A,6,64
Jan Richter,ANO,M,6,64
Miloslava Rutová,ANO,A,6,64
Pavel Růžička,ANO,M,6,64
Jan Řehounek,ANO,A,6,64
Petr Sadovský,ANO,0,6,64
Jan Schiller,ANO,A,6,64
Pavel Staněk,ANO,M,6,64
Martin Stropnický,ANO,0,6,64
Jiří Strýček,ANO,A,6,64
Karla Šlechtová,ANO,0,6,64
Julius Špičák,ANO,M,6,64
David Štolpa,ANO,A,6,64
Dan Ťok,ANO,M,6,64
Karel Tureček,ANO,0,6,64
Helena Válková,ANO,A,6,64
Adam Vojtěch,ANO,M,6,64
Jan Volný,ANO,M,6,64
Radek Vondráček,ANO,A,6,64
Ivo Vondrák,ANO,A,6,64
Petr Vrána,ANO,A,6,64
Rostislav Vyzula,ANO,M,6,64
Radek Zlesák,ANO,A,6,64
Ivan Adamec,ODS,A,6,64
Jan Bauer,ODS,0,6,64
Martin Baxa,ODS,0,6,64
Petr Beitl,ODS,M,6,64
Marek Benda,ODS,0,6,64
Stanislav Blaha,ODS,0,6,64
Pavel Blažek,ODS,A,6,64
Jana Černochová,ODS,0,6,64
