Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,68,0,9,1,28,888
ODS,23,21,0,0,1,1,28,888
Piráti,22,21,0,0,1,0,28,888
SPD,19,19,0,0,0,0,28,888
ČSSD,15,0,8,0,6,1,28,888
KSČM,15,0,9,0,5,1,28,888
KDU-ČSL,10,9,0,0,0,1,28,888
TOP09,7,6,0,0,0,1,28,888
STAN,6,6,0,0,0,0,28,888
Nezařaz,5,5,0,0,0,0,28,888
Celkem,200,87,85,0,22,6,28,888
