Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,29,600
Andrej Babiš,ANO,M,29,600
Andrea Babišová,ANO,N,29,600
Margita Balaštíková,ANO,N,29,600
Josef Bělica,ANO,N,29,600
Stanislav Berkovec,ANO,N,29,600
Jiří Bláha,ANO,M,29,600
Richard Brabec,ANO,N,29,600
Milan Brázdil,ANO,N,29,600
Andrea Brzobohatá,ANO,N,29,600
Jaroslav Bžoch,ANO,N,29,600
Monika Červíčková,ANO,N,29,600
Klára Dostálová,ANO,N,29,600
Lenka Dražilová,ANO,N,29,600
Jaroslav Faltýnek,ANO,N,29,600
Kamal Farhan,ANO,N,29,600
Milan Feranec,ANO,N,29,600
Eva Fialová,ANO,N,29,600
Stanislav Fridrich,ANO,N,29,600
Josef Hájek,ANO,N,29,600
Milan Hnilička,ANO,N,29,600
Ivan Jáč,ANO,N,29,600
Miloslav Janulík,ANO,N,29,600
Aleš Juchelka,ANO,N,29,600
Pavel Juříček,ANO,N,29,600
Iva Kalátová,ANO,N,29,600
Adam Kalous,ANO,N,29,600
David Kasal,ANO,N,29,600
Tomáš Kohoutek,ANO,N,29,600
Martin Kolovratník,ANO,N,29,600
Barbora Kořanová,ANO,N,29,600
Josef Kott,ANO,N,29,600
Robert Králíček,ANO,Z,29,600
Roman Kubíček,ANO,N,29,600
Jan Kubík,ANO,N,29,600
Jaroslav Kytýr,ANO,N,29,600
Taťána Malá,ANO,N,29,600
Přemysl Mališ,ANO,Z,29,600
Jiří Mašek,ANO,N,29,600
Eva Matyášová,ANO,N,29,600
Radka Maxová,ANO,N,29,600
Marcela Melková,ANO,N,29,600
Jana Mračková Vildumetzová,ANO,N,29,600
Patrik Nacher,ANO,N,29,600
Marek Novák,ANO,N,29,600
Monika Oborná,ANO,N,29,600
Ladislav Okleštěk,ANO,N,29,600
Zuzana Ožanová,ANO,N,29,600
Jana Pastuchová,ANO,N,29,600
František Petrtýl,ANO,N,29,600
Pavel Plzák,ANO,N,29,600
Milan Pour,ANO,N,29,600
David Pražák,ANO,N,29,600
Věra Procházková,ANO,N,29,600
Pavel Pustějovský,ANO,N,29,600
Karel Rais,ANO,M,29,600
Michal Ratiborský,ANO,N,29,600
Jan Richter,ANO,Z,29,600
Miloslava Rutová,ANO,N,29,600
Pavel Růžička,ANO,N,29,600
Jan Řehounek,ANO,N,29,600
Petr Sadovský,ANO,N,29,600
Jan Schiller,ANO,N,29,600
Pavel Staněk,ANO,Z,29,600
Jiří Strýček,ANO,N,29,600
Karla Šlechtová,ANO,N,29,600
Julius Špičák,ANO,N,29,600
David Štolpa,ANO,N,29,600
Karel Tureček,ANO,N,29,600
Helena Válková,ANO,N,29,600
Petr Venhoda,ANO,N,29,600
Adam Vojtěch,ANO,N,29,600
Jan Volný,ANO,Z,29,600
Radek Vondráček,ANO,Z,29,600
Ivo Vondrák,ANO,N,29,600
Petr Vrána,ANO,N,29,600
Rostislav Vyzula,ANO,N,29,600
Radek Zlesák,ANO,N,29,600
Ivan Adamec,ODS,A,29,600
Jan Bauer,ODS,A,29,600
Martin Baxa,ODS,A,29,600
Petr Beitl,ODS,A,29,600
Marek Benda,ODS,A,29,600
Stanislav Blaha,ODS,A,29,600
Pavel Blažek,ODS,A,29,600
Jana Černochová,ODS,A,29,600
Petr Fiala,ODS,A,29,600
Jakub Janda,ODS,A,29,600
Karel Krejza,ODS,A,29,600
Martin Kupka,ODS,A,29,600
Jaroslav Martinů,ODS,A,29,600
Ilona Mauritzová,ODS,A,29,600
Vojtěch Munzar,ODS,A,29,600
Miroslava Němcová,ODS,A,29,600
Jan Skopeček,ODS,A,29,600
Zbyněk Stanjura,ODS,Z,29,600
Bohuslav Svoboda,ODS,A,29,600
Jiří Ventruba,ODS,A,29,600
Veronika Vrecionová,ODS,A,29,600
Jan Zahradník,ODS,A,29,600
Pavel Žáček,ODS,A,29,600
Dana Balcarová,Piráti,A,29,600
Lukáš Bartoň,Piráti,A,29,600
Ivan Bartoš,Piráti,A,29,600
Lukáš Černohorský,Piráti,A,29,600
František Elfmark,Piráti,A,29,600
Mikuláš Ferjenčík,Piráti,A,29,600
Radek Holomčík,Piráti,A,29,600
Martin Jiránek,Piráti,A,29,600
Lukáš Kolářík,Piráti,A,29,600
František Kopřiva,Piráti,A,29,600
Lenka Kozlová,Piráti,A,29,600
Jan Lipavský,Piráti,A,29,600
Tomáš Martínek,Piráti,A,29,600
Jakub Michálek,Piráti,A,29,600
Mikuláš Peksa,Piráti,M,29,600
Vojtěch Pikal,Piráti,A,29,600
Ondřej Polanský,Piráti,A,29,600
Jan Pošvář,Piráti,A,29,600
Ondřej Profant,Piráti,A,29,600
Olga Richterová,Piráti,A,29,600
Petr Třešňák,Piráti,A,29,600
Tomáš Vymazal,Piráti,A,29,600
Jaroslav Dvořák,SPD,M,29,600
Radim Fiala,SPD,A,29,600
Jaroslav Holík,SPD,A,29,600
Jan Hrnčíř,SPD,Z,29,600
Tereza Hyťhová,SPD,A,29,600
Monika Jarošová,SPD,A,29,600
Pavel Jelínek,SPD,A,29,600
Jiří Kobza,SPD,A,29,600
Jiří Kohoutek,SPD,A,29,600
Radek Koten,SPD,Z,29,600
Jana Levová,SPD,M,29,600
Karla Maříková,SPD,A,29,600
Tomio Okamura,SPD,A,29,600
Zdeněk Podal,SPD,A,29,600
Miloslav Rozner,SPD,A,29,600
Radek Rozvoral,SPD,A,29,600
Lucie Šafránková,SPD,A,29,600
Lubomír Španěl,SPD,A,29,600
Radovan Vích,SPD,A,29,600
Jiří Běhounek,ČSSD,Z,29,600
Jan Birke,ČSSD,Z,29,600
Petr Dolínek,ČSSD,N,29,600
Jaroslav Foldyna,ČSSD,N,29,600
Alena Gajdůšková,ČSSD,Z,29,600
Jan Hamáček,ČSSD,Z,29,600
Tomáš Hanzel,ČSSD,M,29,600
Jan Chvojka,ČSSD,Z,29,600
Roman Onderka,ČSSD,Z,29,600
Roman Sklenák,ČSSD,Z,29,600
Antonín Staněk,ČSSD,Z,29,600
Kateřina Valachová,ČSSD,Z,29,600
Ondřej Veselý,ČSSD,Z,29,600
Václav Votava,ČSSD,N,29,600
Lubomír Zaorálek,ČSSD,Z,29,600
Hana Aulická Jírovcová,KSČM,N,29,600
Alexander Černý,KSČM,Z,29,600
Jiří Dolejš,KSČM,Z,29,600
Vojtěch Filip,KSČM,N,29,600
Miroslav Grebeníček,KSČM,N,29,600
Stanislav Grospič,KSČM,N,29,600
Pavel Kováčik,KSČM,N,29,600
Leo Luzar,KSČM,Z,29,600
Květa Matušovská,KSČM,Z,29,600
Zdeněk Ondráček,KSČM,N,29,600
Daniel Pawlas,KSČM,N,29,600
Marie Pěnčíková,KSČM,N,29,600
Ivo Pojezný,KSČM,N,29,600
Jiří Valenta,KSČM,Z,29,600
Miloslava Vostrá,KSČM,0,29,600
Jan Bartošek,KDU-ČSL,A,29,600
Pavel Bělobrádek,KDU-ČSL,A,29,600
Ondřej Benešík,KDU-ČSL,A,29,600
Jan Čižinský,KDU-ČSL,A,29,600
Pavla Golasowská,KDU-ČSL,A,29,600
Stanislav Juránek,KDU-ČSL,A,29,600
Marian Jurečka,KDU-ČSL,Z,29,600
Vít Kaňkovský,KDU-ČSL,A,29,600
Jiří Mihola,KDU-ČSL,A,29,600
Marek Výborný,KDU-ČSL,M,29,600
Dominik Feri,TOP09,A,29,600
Miroslav Kalousek,TOP09,0,29,600
Helena Langšádlová,TOP09,A,29,600
Markéta Pekarová Adamová,TOP09,A,29,600
Karel Schwarzenberg,TOP09,M,29,600
František Vácha,TOP09,M,29,600
Vlastimil Válek,TOP09,A,29,600
Jan Farský,STAN,A,29,600
Petr Gazdík,STAN,A,29,600
Věra Kovářová,STAN,A,29,600
Jana Krutáková,STAN,A,29,600
Petr Pávek,STAN,A,29,600
Vít Rakušan,STAN,A,29,600
Marian Bojko,Nezařaz,A,29,600
Václav Klaus,Nezařaz,Z,29,600
Zuzana Majerová Zahradníková,Nezařaz,A,29,600
Ivana Nevludová,Nezařaz,A,29,600
Lubomír Volný,Nezařaz,A,29,600
