Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,72,0,6,0,38,290
ODS,23,0,0,1,20,2,38,290
Piráti,22,2,16,0,4,0,38,290
SPD,19,18,0,0,0,1,38,290
ČSSD,15,0,9,0,6,0,38,290
KSČM,15,0,14,0,1,0,38,290
KDU-ČSL,10,9,0,0,0,1,38,290
TOP09,7,5,0,1,1,0,38,290
STAN,6,5,0,0,1,0,38,290
Nezařaz,5,0,0,0,5,0,38,290
Celkem,200,39,111,2,44,4,38,290
