Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,M,57,45
Andrej Babiš,ANO,M,57,45
Andrea Babišová,ANO,A,57,45
Ondřej Babka,ANO,A,57,45
Margita Balaštíková,ANO,A,57,45
Josef Bělica,ANO,M,57,45
Stanislav Berkovec,ANO,A,57,45
Jiří Bláha,ANO,M,57,45
Irena Blažková,ANO,A,57,45
Richard Brabec,ANO,A,57,45
Milan Brázdil,ANO,A,57,45
Andrea Brzobohatá,ANO,M,57,45
Jaroslav Bžoch,ANO,A,57,45
Monika Červíčková,ANO,M,57,45
Klára Dostálová,ANO,A,57,45
Lenka Dražilová,ANO,M,57,45
Jaroslav Faltýnek,ANO,A,57,45
Kamal Farhan,ANO,A,57,45
Milan Feranec,ANO,M,57,45
Eva Fialová,ANO,A,57,45
Stanislav Fridrich,ANO,M,57,45
Josef Hájek,ANO,M,57,45
Milan Hnilička,ANO,M,57,45
Ivan Jáč,ANO,M,57,45
Miloslav Janulík,ANO,M,57,45
Aleš Juchelka,ANO,A,57,45
Pavel Juříček,ANO,M,57,45
Iva Kalátová,ANO,A,57,45
Adam Kalous,ANO,A,57,45
David Kasal,ANO,M,57,45
Tomáš Kohoutek,ANO,A,57,45
Martin Kolovratník,ANO,A,57,45
Barbora Kořanová,ANO,A,57,45
Josef Kott,ANO,A,57,45
Robert Králíček,ANO,A,57,45
Roman Kubíček,ANO,A,57,45
Jan Kubík,ANO,A,57,45
Jaroslav Kytýr,ANO,A,57,45
Taťána Malá,ANO,A,57,45
Přemysl Mališ,ANO,A,57,45
Jiří Mašek,ANO,M,57,45
Eva Matyášová,ANO,A,57,45
Marcela Melková,ANO,A,57,45
Jana Mračková Vildumetzová,ANO,M,57,45
Patrik Nacher,ANO,A,57,45
Marek Novák,ANO,A,57,45
Monika Oborná,ANO,A,57,45
Ladislav Okleštěk,ANO,M,57,45
Zuzana Ožanová,ANO,M,57,45
Jana Pastuchová,ANO,M,57,45
František Petrtýl,ANO,M,57,45
Pavel Plzák,ANO,A,57,45
Milan Pour,ANO,A,57,45
David Pražák,ANO,M,57,45
Věra Procházková,ANO,M,57,45
Pavel Pustějovský,ANO,A,57,45
Karel Rais,ANO,M,57,45
Michal Ratiborský,ANO,A,57,45
Jan Richter,ANO,M,57,45
Miloslava Rutová,ANO,M,57,45
Pavel Růžička,ANO,M,57,45
Jan Řehounek,ANO,A,57,45
Petr Sadovský,ANO,M,57,45
Jan Schiller,ANO,A,57,45
Pavel Staněk,ANO,M,57,45
Jiří Strýček,ANO,A,57,45
Karla Šlechtová,ANO,M,57,45
Julius Špičák,ANO,A,57,45
David Štolpa,ANO,A,57,45
Karel Tureček,ANO,M,57,45
Helena Válková,ANO,M,57,45
Petr Venhoda,ANO,M,57,45
Adam Vojtěch,ANO,M,57,45
Jan Volný,ANO,M,57,45
Radek Vondráček,ANO,M,57,45
Ivo Vondrák,ANO,M,57,45
Rostislav Vyzula,ANO,M,57,45
Radek Zlesák,ANO,M,57,45
Ivan Adamec,ODS,Z,57,45
Jan Bauer,ODS,Z,57,45
Martin Baxa,ODS,M,57,45
Petr Beitl,ODS,M,57,45
Marek Benda,ODS,Z,57,45
Petr Bendl,ODS,Z,57,45
Stanislav Blaha,ODS,Z,57,45
Pavel Blažek,ODS,Z,57,45
Jana Černochová,ODS,Z,57,45
Petr Fiala,ODS,Z,57,45
Jakub Janda,ODS,Z,57,45
Karel Krejza,ODS,M,57,45
Martin Kupka,ODS,M,57,45
Jaroslav Martinů,ODS,M,57,45
Ilona Mauritzová,ODS,M,57,45
Vojtěch Munzar,ODS,M,57,45
Miroslava Němcová,ODS,M,57,45
Jan Skopeček,ODS,M,57,45
Zbyněk Stanjura,ODS,Z,57,45
Bohuslav Svoboda,ODS,M,57,45
Jiří Ventruba,ODS,Z,57,45
Jan Zahradník,ODS,Z,57,45
Pavel Žáček,ODS,M,57,45
Dana Balcarová,Piráti,A,57,45
Lukáš Bartoň,Piráti,A,57,45
Ivan Bartoš,Piráti,M,57,45
Lukáš Černohorský,Piráti,A,57,45
František Elfmark,Piráti,A,57,45
Mikuláš Ferjenčík,Piráti,M,57,45
Radek Holomčík,Piráti,A,57,45
Martin Jiránek,Piráti,A,57,45
Lukáš Kolářík,Piráti,A,57,45
František Kopřiva,Piráti,M,57,45
Lenka Kozlová,Piráti,M,57,45
Jan Lipavský,Piráti,M,57,45
Tomáš Martínek,Piráti,A,57,45
Jakub Michálek,Piráti,M,57,45
František Navrkal,Piráti,M,57,45
Vojtěch Pikal,Piráti,Z,57,45
Ondřej Polanský,Piráti,M,57,45
Jan Pošvář,Piráti,A,57,45
Ondřej Profant,Piráti,M,57,45
Olga Richterová,Piráti,M,57,45
Petr Třešňák,Piráti,M,57,45
Tomáš Vymazal,Piráti,M,57,45
Jaroslav Dvořák,SPD,M,57,45
Radim Fiala,SPD,Z,57,45
Jaroslav Foldyna,SPD,M,57,45
Jaroslav Holík,SPD,Z,57,45
Jan Hrnčíř,SPD,Z,57,45
Monika Jarošová,SPD,Z,57,45
Pavel Jelínek,SPD,Z,57,45
Jiří Kobza,SPD,M,57,45
Jiří Kohoutek,SPD,M,57,45
Radek Koten,SPD,Z,57,45
Jana Levová,SPD,M,57,45
Karla Maříková,SPD,M,57,45
Tomio Okamura,SPD,Z,57,45
Zdeněk Podal,SPD,M,57,45
Miloslav Rozner,SPD,Z,57,45
Radek Rozvoral,SPD,Z,57,45
Lucie Šafránková,SPD,Z,57,45
Lubomír Španěl,SPD,M,57,45
Radovan Vích,SPD,M,57,45
Jiří Běhounek,ČSSD,A,57,45
Jan Birke,ČSSD,A,57,45
Petr Dolínek,ČSSD,A,57,45
Alena Gajdůšková,ČSSD,A,57,45
Jan Hamáček,ČSSD,M,57,45
Tomáš Hanzel,ČSSD,M,57,45
Jan Chvojka,ČSSD,A,57,45
Roman Onderka,ČSSD,A,57,45
Roman Sklenák,ČSSD,A,57,45
Antonín Staněk,ČSSD,M,57,45
Kateřina Valachová,ČSSD,A,57,45
Ondřej Veselý,ČSSD,M,57,45
Václav Votava,ČSSD,M,57,45
Lubomír Zaorálek,ČSSD,M,57,45
Hana Aulická Jírovcová,KSČM,Z,57,45
Alexander Černý,KSČM,M,57,45
Jiří Dolejš,KSČM,A,57,45
Vojtěch Filip,KSČM,Z,57,45
Miroslav Grebeníček,KSČM,M,57,45
Stanislav Grospič,KSČM,A,57,45
Pavel Kováčik,KSČM,A,57,45
Leo Luzar,KSČM,Z,57,45
Květa Matušovská,KSČM,M,57,45
Zdeněk Ondráček,KSČM,M,57,45
Daniel Pawlas,KSČM,Z,57,45
Marie Pěnčíková,KSČM,Z,57,45
Ivo Pojezný,KSČM,M,57,45
Jiří Valenta,KSČM,M,57,45
Miloslava Vostrá,KSČM,M,57,45
Jan Bartošek,KDU-ČSL,Z,57,45
Pavel Bělobrádek,KDU-ČSL,Z,57,45
Ondřej Benešík,KDU-ČSL,M,57,45
Jan Čižinský,KDU-ČSL,A,57,45
Pavla Golasowská,KDU-ČSL,N,57,45
Stanislav Juránek,KDU-ČSL,Z,57,45
Marian Jurečka,KDU-ČSL,M,57,45
Vít Kaňkovský,KDU-ČSL,M,57,45
Jiří Mihola,KDU-ČSL,M,57,45
Marek Výborný,KDU-ČSL,M,57,45
Dominik Feri,TOP09,M,57,45
Miroslav Kalousek,TOP09,M,57,45
Helena Langšádlová,TOP09,M,57,45
Markéta Pekarová Adamová,TOP09,A,57,45
Karel Schwarzenberg,TOP09,M,57,45
František Vácha,TOP09,A,57,45
Vlastimil Válek,TOP09,A,57,45
Jan Farský,STAN,M,57,45
Petr Gazdík,STAN,0,57,45
Věra Kovářová,STAN,A,57,45
Jana Krutáková,STAN,A,57,45
Petr Pávek,STAN,Z,57,45
Vít Rakušan,STAN,M,57,45
Marian Bojko,Nezařaz,N,57,45
Tereza Hyťhová,Nezařaz,A,57,45
Václav Klaus,Nezařaz,M,57,45
Zuzana Majerová Zahradníková,Nezařaz,M,57,45
Ivana Nevludová,Nezařaz,Z,57,45
Lubomír Volný,Nezařaz,M,57,45
