Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,31,0,37,10,28,25
ODS,23,20,0,0,2,1,28,25
Piráti,22,21,0,0,0,1,28,25
SPD,19,12,0,0,1,6,28,25
ČSSD,15,0,4,1,6,4,28,25
KSČM,15,0,6,2,4,3,28,25
KDU-ČSL,10,7,0,0,1,2,28,25
TOP09,7,5,0,2,0,0,28,25
STAN,6,4,0,0,1,1,28,25
Nezařaz,5,4,0,0,0,1,28,25
Celkem,200,73,41,5,52,29,28,25
