Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,0,0,35,43,56,79
ODS,23,10,0,0,0,13,56,79
Piráti,22,10,0,0,0,12,56,79
SPD,19,0,0,0,8,11,56,79
ČSSD,14,0,0,0,6,8,56,79
KSČM,15,5,0,0,1,9,56,79
KDU-ČSL,10,5,0,0,0,5,56,79
TOP09,7,3,0,1,0,3,56,79
STAN,6,2,0,1,0,3,56,79
Nezařaz,6,0,0,0,0,6,56,79
Celkem,200,35,0,2,50,113,56,79
