Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,13,0,57,8,34,233
ODS,23,22,0,0,0,1,34,233
Piráti,22,21,0,0,0,1,34,233
SPD,19,16,0,0,0,3,34,233
ČSSD,15,0,0,3,12,0,34,233
KSČM,15,0,0,1,14,0,34,233
KDU-ČSL,10,5,0,1,1,3,34,233
TOP09,7,5,0,2,0,0,34,233
STAN,6,6,0,0,0,0,34,233
Nezařaz,5,3,0,0,0,2,34,233
Celkem,200,78,13,7,84,18,34,233
