Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,16,19,16,27,40,53
ODS,23,3,0,12,0,8,40,53
Piráti,22,14,0,3,0,5,40,53
SPD,19,6,0,10,0,3,40,53
ČSSD,14,0,0,4,3,7,40,53
KSČM,15,1,0,9,4,1,40,53
KDU-ČSL,10,3,0,3,0,4,40,53
TOP09,7,1,0,3,0,3,40,53
STAN,6,3,0,1,0,2,40,53
Nezařaz,6,2,0,1,0,3,40,53
Celkem,200,33,16,65,23,63,40,53
