Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,0,1,39,38,58,19
ODS,23,11,0,0,0,12,58,19
Piráti,22,11,0,1,0,10,58,19
SPD,19,9,0,1,1,8,58,19
ČSSD,14,1,0,0,6,7,58,19
KSČM,15,8,0,0,0,7,58,19
KDU-ČSL,10,5,0,0,0,5,58,19
TOP09,7,3,0,0,0,4,58,19
STAN,6,3,0,1,0,2,58,19
Nezařaz,6,3,0,0,0,3,58,19
Celkem,200,54,0,4,46,96,58,19
