Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,21,3
Andrej Babiš,ANO,N,21,3
Andrea Babišová,ANO,N,21,3
Margita Balaštíková,ANO,N,21,3
Josef Bělica,ANO,N,21,3
Stanislav Berkovec,ANO,N,21,3
Jiří Bláha,ANO,N,21,3
Richard Brabec,ANO,N,21,3
Milan Brázdil,ANO,N,21,3
Andrea Brzobohatá,ANO,N,21,3
Jaroslav Bžoch,ANO,N,21,3
Monika Červíčková,ANO,N,21,3
Klára Dostálová,ANO,N,21,3
Lenka Dražilová,ANO,N,21,3
Jaroslav Faltýnek,ANO,N,21,3
Kamal Farhan,ANO,N,21,3
Milan Feranec,ANO,N,21,3
Eva Fialová,ANO,N,21,3
Stanislav Fridrich,ANO,N,21,3
Josef Hájek,ANO,N,21,3
Milan Hnilička,ANO,N,21,3
Ivan Jáč,ANO,N,21,3
Miloslav Janulík,ANO,N,21,3
Aleš Juchelka,ANO,N,21,3
Pavel Juříček,ANO,M,21,3
Adam Kalous,ANO,N,21,3
David Kasal,ANO,N,21,3
Tomáš Kohoutek,ANO,N,21,3
Martin Kolovratník,ANO,N,21,3
Barbora Kořanová,ANO,N,21,3
Josef Kott,ANO,N,21,3
Robert Králíček,ANO,N,21,3
Roman Kubíček,ANO,N,21,3
Jan Kubík,ANO,N,21,3
Jaroslav Kytýr,ANO,N,21,3
Taťána Malá,ANO,N,21,3
Přemysl Mališ,ANO,N,21,3
Jiří Mašek,ANO,N,21,3
Eva Matyášová,ANO,N,21,3
Radka Maxová,ANO,N,21,3
Marcela Melková,ANO,N,21,3
Jana Mračková Vildumetzová,ANO,N,21,3
Patrik Nacher,ANO,N,21,3
Marek Novák,ANO,N,21,3
Monika Oborná,ANO,N,21,3
Ladislav Okleštěk,ANO,N,21,3
Zuzana Ožanová,ANO,N,21,3
Jana Pastuchová,ANO,N,21,3
František Petrtýl,ANO,N,21,3
Pavel Plzák,ANO,N,21,3
Milan Pour,ANO,N,21,3
David Pražák,ANO,N,21,3
Věra Procházková,ANO,N,21,3
Pavel Pustějovský,ANO,N,21,3
Karel Rais,ANO,N,21,3
Michal Ratiborský,ANO,N,21,3
Jan Richter,ANO,N,21,3
Miloslava Rutová,ANO,N,21,3
Pavel Růžička,ANO,N,21,3
Jan Řehounek,ANO,M,21,3
Petr Sadovský,ANO,N,21,3
Jan Schiller,ANO,N,21,3
Pavel Staněk,ANO,N,21,3
Jiří Strýček,ANO,N,21,3
Karla Šlechtová,ANO,N,21,3
Julius Špičák,ANO,N,21,3
David Štolpa,ANO,N,21,3
Dan Ťok,ANO,N,21,3
Karel Tureček,ANO,N,21,3
Helena Válková,ANO,N,21,3
Petr Venhoda,ANO,N,21,3
Adam Vojtěch,ANO,N,21,3
Jan Volný,ANO,N,21,3
Radek Vondráček,ANO,N,21,3
Ivo Vondrák,ANO,N,21,3
Petr Vrána,ANO,N,21,3
Rostislav Vyzula,ANO,N,21,3
Radek Zlesák,ANO,N,21,3
Ivan Adamec,ODS,A,21,3
Jan Bauer,ODS,A,21,3
Martin Baxa,ODS,A,21,3
Petr Beitl,ODS,A,21,3
Marek Benda,ODS,A,21,3
Stanislav Blaha,ODS,A,21,3
Pavel Blažek,ODS,A,21,3
Jana Černochová,ODS,A,21,3
Petr Fiala,ODS,A,21,3
Jakub Janda,ODS,A,21,3
Václav Klaus,ODS,A,21,3
Karel Krejza,ODS,A,21,3
Martin Kupka,ODS,A,21,3
Zuzana Majerová Zahradníková,ODS,A,21,3
Jaroslav Martinů,ODS,A,21,3
Ilona Mauritzová,ODS,A,21,3
Vojtěch Munzar,ODS,A,21,3
Miroslava Němcová,ODS,A,21,3
Jan Skopeček,ODS,A,21,3
Zbyněk Stanjura,ODS,A,21,3
Bohuslav Svoboda,ODS,A,21,3
Jiří Ventruba,ODS,A,21,3
Veronika Vrecionová,ODS,A,21,3
Jan Zahradník,ODS,A,21,3
Pavel Žáček,ODS,A,21,3
Dana Balcarová,Piráti,A,21,3
Lukáš Bartoň,Piráti,A,21,3
Ivan Bartoš,Piráti,A,21,3
Lukáš Černohorský,Piráti,A,21,3
František Elfmark,Piráti,A,21,3
Mikuláš Ferjenčík,Piráti,A,21,3
Radek Holomčík,Piráti,A,21,3
Martin Jiránek,Piráti,A,21,3
Lukáš Kolářík,Piráti,A,21,3
František Kopřiva,Piráti,A,21,3
Lenka Kozlová,Piráti,A,21,3
Jan Lipavský,Piráti,A,21,3
Tomáš Martínek,Piráti,A,21,3
Jakub Michálek,Piráti,A,21,3
Mikuláš Peksa,Piráti,A,21,3
Vojtěch Pikal,Piráti,A,21,3
Ondřej Polanský,Piráti,A,21,3
Jan Pošvář,Piráti,A,21,3
Ondřej Profant,Piráti,A,21,3
Olga Richterová,Piráti,A,21,3
Petr Třešňák,Piráti,A,21,3
Tomáš Vymazal,Piráti,A,21,3
Marian Bojko,SPD,A,21,3
Jaroslav Dvořák,SPD,A,21,3
Radim Fiala,SPD,A,21,3
Jaroslav Holík,SPD,A,21,3
Jan Hrnčíř,SPD,A,21,3
Tereza Hyťhová,SPD,A,21,3
Monika Jarošová,SPD,A,21,3
Pavel Jelínek,SPD,A,21,3
Jiří Kobza,SPD,A,21,3
Jiří Kohoutek,SPD,A,21,3
Radek Koten,SPD,A,21,3
Jana Levová,SPD,A,21,3
Karla Maříková,SPD,A,21,3
Ivana Nevludová,SPD,A,21,3
Tomio Okamura,SPD,A,21,3
Zdeněk Podal,SPD,A,21,3
Miloslav Rozner,SPD,A,21,3
Radek Rozvoral,SPD,A,21,3
Lucie Šafránková,SPD,A,21,3
Lubomír Španěl,SPD,A,21,3
Radovan Vích,SPD,A,21,3
Lubomír Volný,SPD,A,21,3
Jiří Běhounek,ČSSD,M,21,3
Jan Birke,ČSSD,0,21,3
Petr Dolínek,ČSSD,0,21,3
Jaroslav Foldyna,ČSSD,0,21,3
Alena Gajdůšková,ČSSD,0,21,3
Jan Hamáček,ČSSD,0,21,3
Tomáš Hanzel,ČSSD,M,21,3
Milan Chovanec,ČSSD,M,21,3
Jan Chvojka,ČSSD,0,21,3
Roman Onderka,ČSSD,0,21,3
Roman Sklenák,ČSSD,0,21,3
Antonín Staněk,ČSSD,0,21,3
Kateřina Valachová,ČSSD,0,21,3
Ondřej Veselý,ČSSD,0,21,3
Lubomír Zaorálek,ČSSD,0,21,3
Hana Aulická Jírovcová,KSČM,N,21,3
Alexander Černý,KSČM,N,21,3
Jiří Dolejš,KSČM,N,21,3
Vojtěch Filip,KSČM,N,21,3
Miroslav Grebeníček,KSČM,N,21,3
Stanislav Grospič,KSČM,N,21,3
Vladimír Koníček,KSČM,M,21,3
Pavel Kováčik,KSČM,N,21,3
Leo Luzar,KSČM,N,21,3
Květa Matušovská,KSČM,N,21,3
Zdeněk Ondráček,KSČM,N,21,3
Daniel Pawlas,KSČM,N,21,3
Ivo Pojezný,KSČM,N,21,3
Jiří Valenta,KSČM,N,21,3
Miloslava Vostrá,KSČM,N,21,3
Jan Bartošek,KDU-ČSL,A,21,3
Pavel Bělobrádek,KDU-ČSL,A,21,3
Ondřej Benešík,KDU-ČSL,A,21,3
Jan Čižinský,KDU-ČSL,A,21,3
Pavla Golasowská,KDU-ČSL,A,21,3
Stanislav Juránek,KDU-ČSL,A,21,3
Marian Jurečka,KDU-ČSL,A,21,3
Vít Kaňkovský,KDU-ČSL,A,21,3
Jiří Mihola,KDU-ČSL,A,21,3
Marek Výborný,KDU-ČSL,A,21,3
Dominik Feri,TOP09,A,21,3
Miroslav Kalousek,TOP09,A,21,3
Helena Langšádlová,TOP09,A,21,3
Markéta Pekarová Adamová,TOP09,A,21,3
Karel Schwarzenberg,TOP09,A,21,3
František Vácha,TOP09,A,21,3
Vlastimil Válek,TOP09,A,21,3
Jan Farský,STAN,A,21,3
Petr Gazdík,STAN,A,21,3
Věra Kovářová,STAN,A,21,3
Jana Krutáková,STAN,A,21,3
Petr Pávek,STAN,A,21,3
Vít Rakušan,STAN,A,21,3
