Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,53,0,1,12,12,40,58
ODS,23,13,0,0,2,8,40,58
Piráti,22,15,0,0,1,6,40,58
SPD,19,12,0,1,5,1,40,58
ČSSD,14,7,0,0,0,7,40,58
KSČM,15,10,0,0,3,2,40,58
KDU-ČSL,10,7,0,0,2,1,40,58
TOP09,7,2,0,1,2,2,40,58
STAN,6,2,0,0,2,2,40,58
Nezařaz,6,1,0,0,1,4,40,58
Celkem,200,122,0,3,30,45,40,58
