Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,1,65,1,6,5,19,231
ODS,25,23,0,1,1,0,19,231
Piráti,22,0,3,0,17,2,19,231
SPD,22,0,17,2,1,2,19,231
ČSSD,15,1,9,2,2,1,19,231
KSČM,15,0,1,2,10,2,19,231
KDU-ČSL,10,8,0,1,1,0,19,231
TOP09,7,7,0,0,0,0,19,231
STAN,6,6,0,0,0,0,19,231
Celkem,200,46,95,9,38,12,19,231
