Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,74,0,0,1,3,19,34
ODS,25,17,1,1,4,2,19,34
Piráti,22,22,0,0,0,0,19,34
SPD,22,22,0,0,0,0,19,34
ČSSD,15,13,0,1,0,1,19,34
KSČM,15,2,0,1,12,0,19,34
KDU-ČSL,10,10,0,0,0,0,19,34
TOP09,7,7,0,0,0,0,19,34
STAN,6,5,0,1,0,0,19,34
Celkem,200,172,1,4,17,6,19,34
