Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,64,0,11,3,29,704
ODS,23,22,0,0,1,0,29,704
Piráti,22,21,0,0,0,1,29,704
SPD,19,15,0,0,3,1,29,704
ČSSD,15,0,11,0,2,2,29,704
KSČM,15,0,12,0,3,0,29,704
KDU-ČSL,10,9,0,1,0,0,29,704
TOP09,7,4,0,1,0,2,29,704
STAN,6,6,0,0,0,0,29,704
Nezařaz,5,4,0,0,1,0,29,704
Celkem,200,81,87,2,21,9,29,704
