Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,1,64,5,7,1,2,41
ODS,25,15,0,8,2,0,2,41
Piráti,22,20,0,0,1,1,2,41
SPD,22,0,21,0,0,1,2,41
ČSSD,15,8,0,1,2,4,2,41
KSČM,15,1,7,0,6,1,2,41
KDU-ČSL,10,9,0,0,0,1,2,41
TOP09,7,3,1,1,1,1,2,41
STAN,6,4,0,0,2,0,2,41
Celkem,200,61,93,15,21,10,2,41
