Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,2,2,6,52,16,48,29
ODS,23,9,0,7,0,7,48,29
Piráti,22,20,0,1,0,1,48,29
SPD,20,14,0,2,0,4,48,29
ČSSD,14,0,0,3,4,7,48,29
KSČM,15,0,0,7,8,0,48,29
KDU-ČSL,10,4,0,2,0,4,48,29
TOP09,7,4,0,0,0,3,48,29
STAN,6,1,0,0,0,5,48,29
Nezařaz,5,0,0,1,0,4,48,29
Celkem,200,54,2,29,64,51,48,29
