Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,71,0,0,0,7,31,83
ODS,23,21,0,1,0,1,31,83
Piráti,22,20,0,0,0,2,31,83
SPD,19,16,0,0,0,3,31,83
ČSSD,15,9,0,2,1,3,31,83
KSČM,15,10,0,2,2,1,31,83
KDU-ČSL,10,8,0,0,0,2,31,83
TOP09,7,7,0,0,0,0,31,83
STAN,6,5,0,0,0,1,31,83
Nezařaz,5,3,0,0,0,2,31,83
Celkem,200,170,0,5,3,22,31,83
